tweet,class,clean_tweet
"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",1,andreajmarkley gantaro47 yes sorry grant im bitch im going ignore like libtards ignore majority voice
"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;",2,rt waynedupreeshow fear mongering left dying wake going 2 believe charlie rangel hussein mia love c8230
"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",1,instagram looking motherfuckers like fuck bitchnigga think shehe isss
@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog,1,buckm00se darealalexinla didnt spoil anything amp watched nigger nig nog
&#8220;@ayyceethegreat: Don't really have anyone to talk to when things start going wrong...&#8221; Aight hoe ass nigga,1,8220ayyceethegreat dont really anyone talk things start going wrong8221 aight hoe ass nigga
Omfg this tattoo hurts like a bitch #Painful,1,omfg tattoo hurts like bitch painful
RT @iDntWearCondoms: RT if no bitches texting u right now,1,rt idntwearcondoms rt bitches texting u right
@saraelizabethj4 that's what happens when you date a colored,0,saraelizabethj4 thats happens date colored
You ever have sex with a pharaoh. I put that pussy in a sarcophagus,1,ever sex pharaoh put pussy sarcophagus
"RT @MAKEUP_SEX: trash talked by many . hated by some . & guess how many fucks i give , its less than one .",1,rt makeupsex trash talked many hated guess many fucks give less one
@jasmyncyniquee @ozzie_garza bitch you subtweeted him,1,jasmyncyniquee ozziegarza bitch subtweeted
Some niggas save hoes,0,niggas save hoes
"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",1,brokenpiecesmsc itsnotadam faggot read tweets dat k wasnt even funny lol
Wanted to eat her pussy from the back but she's sleep...smh,1,wanted eat pussy back shes sleepsmh
"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR",2,wait minute bowyer causing yellow chase race rt knighter01 caution 15 nascar
"RT @espn: When the Yanks and Sox get together, things usually go smoothly -&gt; http://t.co/f3t97ymMd5",2,rt espn yanks sox get together things usually go smoothly gt
RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,2,rt giannenichole trassshhh rt willieobeamen 13s come weekend trash
RT @SteadmanTerri: @wheeler_kashhh tf bitch!!??? Lol,1,rt steadmanterri wheelerkashhh tf bitch lol
"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",1,hbmostdope 1jayee pipinhoes used send bitch
@sassycrass She made fun of a suicide attempt. Mellie ain't that bitch to fuck with this season!,1,sassycrass made fun suicide attempt mellie aint bitch fuck season
I wish I smoked so I could hit more smoker loser hoes,1,wish smoked could hit smoker loser hoes
"RT @illWill_Trippy: ""@marcellusrexxx: &#8220;@Bitchimgoonin: &#8220;@yoooodem: this bitch real nasty &#128518; https://t.co/FXi7gkAuh2&#8221; &#128563;&#8221;&#128563;&#128563;"" ah need her &#128076;",1,rt illwilltrippy marcellusrexxx 8220bitchimgoonin 8220yoooodem bitch real nasty 128518 1285638221128563128563 ah need 128076
RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son,1,rt jkwest harveywordman lupe fiascos retarded illegitimate son
&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.,2,8220commonblackgiri here8217s kids never found name anything souvenir store8221 thanks mom ghetto name
@iGivePussyCPR monkey &amp; his cigarette. He's dead serious &#128514;,1,igivepussycpr monkey amp cigarette hes dead serious 128514
"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis",1,rt jamilaahhh hoes twerkin birkin poppin coochie gucci bustin wide prada bendin louis
Just got out the gym saw an old black hoe with the coldest body but the hoe had a jerry curl like it was 1978,1,got gym saw old black hoe coldest body hoe jerry curl like 1978
These hoes they loving the crewwww &#128564;,1,hoes loving cre 128564
RT @AirSimba9: &#128550;@Treslyon: Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &#8230;,1,rt airsimba9 128550treslyon keyair angels amp female party promoters party promoters hoes amp angel bitches 8230
On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic,2,anniversary 911 isis amp al qaeda supporters claim ben laden show jihadi authenticity pathetic
@jshcalderon lmfaoooo I'm tryna see how many hoes I can lure in,1,jshcalderon lmfaoooo im tryna see many hoes lure
@Lil_A47 &#128514;&#128514;&#128514; you're a coon,0,lila47 128514128514128514 youre coon
"RT @Bigchapo_4cH: #Merched&#10004;&#128520;""@_100d: Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;""",1,rt bigchapo4ch merched10004128520100d smoke wit bitch nap let play music bet 100 turn boosie slow shit 128530
You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice,1,got 15k followers n bed sheets last month bitches confrused yogottikom voice
"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying""",2,jamiewinn4 thats energy city electric gotta go yankees stadium winning truly electrifying
@2LEGIT4that go be cunt somewhere else,1,2legit4that go cunt somewhere else
Ill take yo bitch and make her everybody bitch&#128558;&#128074;,1,ill take yo bitch make everybody bitch128558128074
".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt",1,thereval hey race baiting fbi informant bitch wheres punk ass speaking justice
"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",1,montrell im tired bitches saying look mean 128530 nigga big af wear tight shirts grim everybody
Let me go on my block phase cause you hoes steady coming for me &#128299;&#128299;&#128299;,1,let go block phase cause hoes steady coming 128299128299128299
RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f,0,rt salamancode proof thots retarded
"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",2,rt karinacasallas lmfao oh nah keep three hunnacatoxx3 djzeeti twitpic selfie u ho
RT @ChaRLeZHuSsLe81: Candy Corn &amp; Peeps Are Hoe Candy &#8220;@SimplySoulful: &#8220;@FrancisJstn: Candy Corn Trash&#8221; super trash&#8221;,1,rt charlezhussle81 candy corn amp peeps hoe candy 8220simplysoulful 8220francisjstn candy corn trash8221 super trash8221
@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,0,braxcity29 mariaobregong sophiafreeman1 34 citizen said maria spic
RT @NerdAtCoolTable: You automatically a hoe if somebody calls you one.,1,rt nerdatcooltable automatically hoe somebody calls one
RT @_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!,1,rt iamdizzy hoe gone hoe dats 100 nd nigga broke hoes act funny
"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",2,rt filmfatalenyc wow basically told daughter want mocha colored grandbabies htgawm
@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,2,capitolevan thats saw leprechaun told burn things
' Fuck her right in the pussy &#1041204;&#1041204;&#1041204;&#1041204;,1,fuck right pussy 1041204104120410412041041204
RT @RamonRoblesJr: Good morning Baton Rouge. @ajohnson_a having a nip of @MBMoonshine http://t.co/5JZH1BhWWk,2,rt ramonroblesjr good morning baton rouge ajohnsona nip mbmoonshine
@Viri_BraceFacee no problem my niggah &#128076;,1,viribracefacee problem niggah 128076
"One thing I love about russel Wilson, he ain't a bitch about runnin it",1,one thing love russel wilson aint bitch runnin
&#8220;@_CocaKoula: Oomf a fake bitch ass nigga point blank period. Smh&#8221; AWWWW SHITTTTTTT,1,8220cocakoula oomf fake bitch ass nigga point blank period smh8221 awwww shittttttt
Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/XPauwp43OA,1,sit face 8212 sit hot stove bitch
I'll give you a baby zebra girl.,2,ill give baby zebra girl
Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming,2,wow yellow yet pagenaud marco screwed maybe yellow coming
@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.,0,drfreezeburnn thats bias objective fact philly fans cunts
@woahrach thanks bitch,1,woahrach thanks bitch
"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit.",0,godlovesbiebs go pray church something fag one cares religious bullshit
Bet Charlie Strong has contacted Ridley,2,bet charlie strong contacted ridley
So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,1,glad found good girl dont deal wild ass hoes nowadays ratchets
Can we bomb the selfie-monkey out of my timeline?,2,bomb selfiemonkey timeline
OT nicca word to the nigga who played jesus,1,ot nicca word nigga played jesus
"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",0,yawlknow hoskinsty96 rednecks none keep fire lit 128514128514
Not protected in the state of Utah. There is no fear of queer couples forcing churches to marry them. They do not legally have to do so.,1,protected state utah fear queer couples forcing churches marry legally
I mean we can get married. As long we can sign a prenuptial agreement. It's 2014 bitch.,1,mean get married long sign prenuptial agreement 2014 bitch
Asha had a little voice in my head telling me to fuck with these hoes. Wasn't kendra &#128524;,1,asha little voice head telling fuck hoes wasnt kendra 128524
RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,1,rt mickieemoscoto really bitches lmfao 128514
Am ghetto http://t.co/kgu2SePIQZ,2,ghetto
RT @BlissTabitha: Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him http://t.co/VLuEwUGclg,2,rt blisstabitha homeowner shoots armed suspect attacked pistol whipped
@brookbristow @BigAssMoustache people gotta bitch about something.,1,brookbristow bigassmoustache people gotta bitch something
"Started wit Hanna Montana hoes....
.... Now im fuckin all of Nick Cannon hoes",1,started wit hanna montana hoes im fuckin nick cannon hoes
I like bad bitches cause they like bad bitches too &#128525;&#128525;&#128536; hay stunna http://t.co/rN0vRZfL6l,1,like bad bitches cause like bad bitches 128525128525128536 hay stunna
RT @RealNiggaSherm: &#127379;kk bitch TD in 17'&#128275; Jeff b home real soon &#9981;&#127344;&#127382;,1,rt realniggasherm 127379kk bitch td 17128275 jeff b home real soon 9981127344127382
RT @_amaaari: bitches be fake af &#128514;&#128581;,1,rt amaaari bitches fake af 128514128581
Eating pussy is fun,1,eating pussy fun
@_ElenaRaquel_ its swag bitch aha,1,elenaraquel swag bitch aha
That ios8 gon get yall bitches fucced up . Trynna hide shit,1,ios8 gon get yall bitches fucced trynna hide shit
"RT @skyereyes_: &#8220;@Feebito_23: Lol this is why I don't fuck with so many bitches&#8221;don't call her a ""bitch""",1,rt skyereyes 8220feebito23 lol dont fuck many bitches8221dont call bitch
Vagina flavored bacon bitch,1,vagina flavored bacon bitch
RT @mavkus__: @Victooreeuhhh nun fucking bitches getting money,1,rt mavkus victooreeuhhh nun fucking bitches getting money
Million dollar bitch slap a ho,1,million dollar bitch slap ho
RT @_BucketsMcnasty: If u can steal her she's a hoe,1,rt bucketsmcnasty u steal shes hoe
RT @itslenyybitch: LOL what a fake bitch,1,rt itslenyybitch lol fake bitch
I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.,2,want go pumpkin patch love birds make date rest us uncomfortable
"RT @youlovelena_: &#8220;@rolltide916: Wtf RT @Ambitious_Rome: &#128553;&#128552;&#128552; &#8220;@__sharae: he peed on this bitch https://t.co/wEJg4IkGIm&#8221;""&#8221; I'll cut his shit",1,rt youlovelena 8220rolltide916 wtf rt ambitiousrome 128553128552128552 8220sharae peed bitch ill cut shit
"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!",1,alexiscarfield thought sheebasheeba got ass lookin like zebra
"RT @NoHoesNextDoor: ""Tyrone I didn't mean to throw your mixtape in the trash c'mon fam"" http://t.co/RWWVzJuUZK",2,rt nohoesnextdoor tyrone didnt mean throw mixtape trash cmon fam
Big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller http://t.co/UFmje1gk,2,big night 127936 hoosiers iubb big10 pacers nba indiana hoosierstate paulgeorge codyzeller
"I mean if a bitch whilin out, she gone get knocked tf out",1,mean bitch whilin gone get knocked tf
RT @Partyprobs: If you open a beer and don't finish it you are what is known as a little bitch,1,rt partyprobs open beer dont finish known little bitch
#DTLA is trash because of non-Europeans are allowed to live there.,0,dtla trash noneuropeans allowed live
Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn,2,suppose yellow dont yellow 127821128520128127128127128520128127128127128127
RT @RIP_ALMIGHTY: @Tonyjohns000 stupid bitches can't handle the johns,1,rt ripalmighty tonyjohns000 stupid bitches cant handle johns
I can neva count my stash cause I always lose count. I can neva keep no bitch cuz I put them hoes out,1,neva count stash cause always lose count neva keep bitch cuz put hoes
&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,2,128520127383 snap chatted one night lol youre cute snapchat back nig
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | pussy fuck close up http://t.co/0dvaZWLq2q",1,pornandroidiphoneipadsexxxx closeup pussy fuck close
&#9889;&#65039;&#9889;&#65039; why lie you're my nigguh &#128526;,1,988965039988965039 lie youre nigguh 128526
I know bitches be mad as shit when they friends borrow their clothes &amp; its a bunch of girls in her IG comments sayin how cute the outfit is,1,know bitches mad shit friends borrow clothes amp bunch girls ig comments sayin cute outfit
It's hot and my allergies are killing &#128553; I feel like a little bitch &#128514;,1,hot allergies killing 128553 feel like little bitch 128514
RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches,1,rt cuzzintom byron leftwich fucks hard throws kills bitches
RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did,2,rt danharrison1985 128514 rt cecilhurt charlie strong got 53man roster nearly quickly texans
I hope the trash I talk abt @CNN's poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.,2,hope trash talk abt cnns poor product doesnt hurt chances getting hired legal correspondent jk cnn
All the bad bitches are in the gym between 9-1 u know why they ain't got no job,1,bad bitches gym 91 u know aint got job
@_BaDa_Bing If it continues.. I turn pussy lol,1,badabing continues turn pussy lol
@PCMag Overpriced complete trash. Not even debatable.,2,pcmag overpriced complete trash even debatable
"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",2,8220kingsm howard elbow bosh bosh fight back8221 dont got mcbob bird ud
RT @TyrinFlyGuy: Niggas fufu &amp; bitches is too,1,rt tyrinflyguy niggas fufu amp bitches
&#8220;@_BeautifulKeezy: I'm about too put sooooo much nut in my fucking mouth and gts frfr &#128514;&#128514;&#128514;&#128128;&#8221; bitch yu nasty,1,8220beautifulkeezy im put sooooo much nut fucking mouth gts frfr 1285141285141285141281288221 bitch yu nasty
Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;,1,lol 8220itzsweetzbitch ooop qt tiffanyp0rsche little twats8221
&#8220;@Terren_Janay: Nobody wants to be with a bum&#8221; except bum bitches,1,8220terrenjanay nobody wants bum8221 except bum bitches
"running the game for 5 years guess that's why my feet hurt , wonder when they bite me do these bitches teeth hurt &#9995;&#128175;",1,running game 5 years guess thats feet hurt wonder bite bitches teeth hurt 9995128175
RT @TheRisingStar23: Shy Glizzy Decent Af,2,rt therisingstar23 shy glizzy decent af
RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;,2,rt vexedmentals draya really catching tan son looking window like ikea monkey everybody trick treati8230
But bitches be mad than a Mf when they don't know what I'm doing &amp; how I getting it &#128175;,1,bitches mad mf dont know im amp getting 128175
I hate bitches that fish for compliments,1,hate bitches fish compliments
"RT @CayMarieee: He said "" like u got the money to do that ""&#128514;&#9995; don't forget I'm not yo ex bitch, I ain't broke. &#128175;",1,rt caymarieee said like u got money 1285149995 dont forget im yo ex bitch aint broke 128175
@TrippinC @nuteIla &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.,1,trippinc nuteila 128514128514128514128557128557128557128514128514 hoe like 58
RT @ccancel14: Miserable bitches talk the most shit &#128514;&#9996;&#65039;,1,rt ccancel14 miserable bitches talk shit 128514999665039
he said it's a black bitch &#128561;&#128552;&#128533;,1,said black bitch 128561128552128533
@carpedehope not if you're standing in btw the yellow lines,2,carpedehope youre standing btw yellow lines
"@WalkerJensen yaaaasssss it is. You are buhlowin' up my timeline, negro. &#128523;",1,walkerjensen yaaaasssss buhlowin timeline negro 128523
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,2,8220beautyofasinner really deleted flappy bird app store cus someone killed 1285148221 foreal foreal 128561128557
"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch",1,try pass get carpool passing hes looking like im playing game waved hi idgaf dont fuck w bitch
I feel bad for all you bitches that have never been to Disney World &#127984;&#128081;,1,feel bad bitches never disney world 127984128081
I hate fat bitches,0,hate fat bitches
@Mal_DaGladiator bitch fuck you get out my mentions malzeno!,1,maldagladiator bitch fuck get mentions malzeno
I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,1,guess none deez rappin ass niggas wanna throw dem bitches wit da big homie gucci1017
@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb,1,amandabynes yea always looks niceall monkey faced women see around santa monica looks better natural beauty dontbedumb
@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,2,missyankee sportsteamnews looking royals wondering could didnt decimate yankee farm system
Jean skirt ass hoe,1,jean skirt ass hoe
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz",1,pornandroidiphoneipadsexxxx anal blonde tranny ass fucked
@DanielSizelove @Conrad_MLG get on cunt,0,danielsizelove conradmlg get cunt
@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-),2,amazinmixbeauti dont feel like reading right wanna give sexy coolie girl lyrics via text message
Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.,1,woman busting ass please treat like shit cuz immature ass lil boy yeah fuck hoe ass niggas
RT @The_Searcy: Happy cunt bags&#128076;,1,rt thesearcy happy cunt bags128076
"Almost got to see a white boy get beat around today, but he ran like a bitch.",0,almost got see white boy get beat around today ran like bitch
RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,2,rt yankees may cry watching derek jeter gatorade ad
RT @quecaine: white bitches love cocaine,1,rt quecaine white bitches love cocaine
colored denim makes me puke,2,colored denim makes puke
RT @_posterboi: And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge&#8230;,1,rt posterboi yall niggas jus give pussy wonder yall feel reading tl nervous af huh thinkin yall bout ge8230
RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1,1,rt yungmigo spit da game hoes like da clothes money bring power like bankroll shanea1
RT @OMGDizzyStarz: @1stName_Bravo aye at least that bitch hot boxed lmao,1,rt omgdizzystarz 1stnamebravo aye least bitch hot boxed lmao
@TheMayorMatt has to be #live version ! #pulledpork #clams #babyjesus #lilsmokey,2,themayormatt live version pulledpork clams babyjesus lilsmokey
I spend my money on weed clothes n food not hoes,1,spend money weed clothes n food hoes
@_BeautifulKeezy @darwinjames125 point A ppint an bitch &#128514;&#128514;&#128514;&#128128;,1,beautifulkeezy darwinjames125 point ppint bitch 128514128514128514128128
Can't trust these hoes... And when I say hoes I mean dudes to,1,cant trust hoes say hoes mean dudes
Most Jordan's that dropped in 2014 were trash only fucked with like 3 pair and that's including the columbian,1,jordans dropped 2014 trash fucked like 3 pair thats including columbian
' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,1,rip deshawn 1041243 dont know know darkskin niggah hood named deshawn getting shot tonight
White people always gave yellow ass teeth,1,white people always gave yellow ass teeth
I'm not from the ghetto.,2,im ghetto
"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza3",1,youre whiney bitch zima shut fuck democrats
"As a girlfriend I'm NEVER getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another.",1,girlfriend im never getting close boyfriend friends cause telling one thing telling hoes another
"&#8220;@thachosenkid321: What hoes do I have tbh on the highest of keys&#8221;

same",1,8220thachosenkid321 hoes tbh highest keys8221
"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",1,bitchjones92 get worshiping bitch woof woof
"RT @SarahR_82: I had these cute little pet names for my ex, like ass monkey, douchetard &amp; butterball. I just dont know where that re ...",1,rt sarahr82 cute little pet names ex like ass monkey douchetard amp butterball dont know
"Niggas be impregnating the most basic of bitches.. No job, don't know how to drive a car, no money, no house... n wonder why they miserable",1,niggas impregnating basic bitches job dont know drive car money house n wonder miserable
They should free all da real niccas n give the snitches da time,1,free da real niccas n give snitches da time
@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,0,pecanb19 obeymyrealness dryer bad ass eyes fag
Chris Paul trash LMFAO,2,chris paul trash lmfao
Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,2,reaper drones pinpoint jihadi john via mailonline
RT @danwashburn: The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap: http://t.co/7G70pOpW,2,rt danwashburn man captured muammar gaddafi wearing yankees cap
&#8220;@kanga_ruthie: When people complain to me about prices I'm just like bitch do I look like I make the rules?&#8221;,1,8220kangaruthie people complain prices im like bitch look like make rules8221
&#8220;@G_Anderson4: I'm Dre's a bitch tho&#8221; &#128527;,1,8220ganderson4 im dres bitch tho8221 128527
"RT @Fratfession: ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon",1,rt fratfession every frat gay brothers pull hella fine bitches parties sigma alpha epsilon
"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot",1,decodnlyfe lupefiasco larellj another black man anything monkey always monkey chicago idiot
Yup! RT @STheMisfit Then she got AIDs and died RT @MissBl0ndee: Jenny was a bitch! #forestgump,1,yup rt sthemisfit got aids died rt missbl0ndee jenny bitch forestgump
"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;",2,rt itsjustjill obama says he8217s 8220irritated8221 8220does feel repudiated8221 losing senate video
RT @HardNuckLife: Kamehamehaaaaaaa bitch.,1,rt hardnucklife kamehamehaaaaaaa bitch
Where this brolic bitch at ? Lol http://t.co/c0ooYDnq4M,1,brolic bitch lol
They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ,0,never gave cracker transmitter realdjtv flip sees
@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.,1,bobbybotsods mrmooncricket fuckthemallcops uncleunco u eat inbred trailer trash
Fuck the club. Especially Dallas clubs. Nothing but stank pussy and thirsty niggas.,1,fuck club especially dallas clubs nothing stank pussy thirsty niggas
Sex with whoever I want whenever I want? Nah. My girl give me good pussy all the time.,1,sex whoever want whenever want nah girl give good pussy time
RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,2,rt briangaar old white people complaining government tyranny like yankees upset players make much money
You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;,1,aint nothin piece cheese corners words aint never gone slice bitch 128514128514128514
@Mrste617 Where your white hoes at bro lol,1,mrste617 white hoes bro lol
"My ex wanna work it out, bitch try yoga",1,ex wanna work bitch try yoga
Marcus is in this hoe schleeeeeeeeeeppppppp,1,marcus hoe schleeeeeeeeeeppppppp
Let me text my hoes gm or sumpin,1,let text hoes gm sumpin
"@KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada",1,koolqueef inch bitch flick wit tongue like damn pinada
thugga let ur bitch suck'em up in rentals!!!,1,thugga let ur bitch suckem rentals
"When the bitch playes with your emotions, an won't let you date. That's the moment where i wanna kick her straight in the vagina.",1,bitch playes emotions wont let date thats moment wanna kick straight vagina
RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb bitch,1,rt libradtf 8220rebukedsagacity thats fault asking sent number tho 128554 dumb bitch
"RT @FriendlyAssh0le: Todays Horoscope: 

you're still a hoe

That is all. have a nice day",2,rt friendlyassh0le todays horoscope youre still hoe nice day
RT @iiAK: I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!,1,rt iiak hate seeing nice fee wit weak nigga like girl yu retarded r sumn uon know yu cud
RT @Liberienne: Iggy's sextape is prolly gon' be trash. The nigga she made it with is ugly.,1,rt liberienne iggys sextape prolly gon trash nigga made ugly
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,0,jmc2488 jetsgreen tb12fan fuck ya little bitch look like mexican sucking cock ur profile
RT @arabellaann: &#8220;@0_FacingReality: Finna punch all these bitches in front of me&#8221; das my girl,1,rt arabellaann 82200facingreality finna punch bitches front me8221 das girl
"Never take a bitch where you stay 

Never keep work where you lay",1,never take bitch stay never keep work lay
"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers",1,billperiman send fucking muzzies home doj come get motherfuckers
Wats up with ppl calling me foriegn bitch now,1,wats ppl calling foriegn bitch
&#8220;@SheSoViciouzz: It might be RT @WarWith1Gun: Some of y'all females pussy wet cause he cried&#8221; smh,1,8220shesoviciouzz might rt warwith1gun yall females pussy wet cause cried8221 smh
@MilesM_05 shut up coon.,0,milesm05 shut coon
I rather watch the oak cliff redskins and oak cliff comets play hell,2,rather watch oak cliff redskins oak cliff comets play hell
@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,1,colinkane ur tool posting vid dude pacing especially u pussy film face
@bocgeogaddi @anepicname lmaooooo epic bird wins.,2,bocgeogaddi anepicname lmaooooo epic bird wins
Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,0,ceasefirelets see long towel heads go without trying attack israel cry national media get popped
Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.,0,watching nigger movie menace2society trying learn enemy good reconnaissance
My main girl Tryna get a blessing why my side hoe Tryna get affection,1,main girl tryna get blessing side hoe tryna get affection
@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn,2,therealemandm im whenever feel like im til monday put two weeks flip bird mannn
RT @tiathegawd: bitches be trying the wrong bitches &amp; don't even be knowing..,1,rt tiathegawd bitches trying wrong bitches amp dont even knowing
"RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",1,rt azlanthegoat females always talk point nails eyebrows okay bitch personality still shit though
